友恵湯,宇部市大字沖宇部553番地248(明治町二丁目10-3),33.9416891650369,131.252014410606,,,
フレスパランド　カッタの湯,宇部市海南町1675,33.958499849062,131.261582862838,,,
於福温泉,美祢市於福町下字則田2874番地1,34.2378451479555,131.208472725653,,,
美祢市高齢者福祉施設「カルストの湯」,美祢市秋芳町岩永下郷3203番地1,34.190737308624,131.287895458382,,,
景清洞トロン温泉,美祢市美東町大字赤3108番地,34.2888145867931,131.325122539148,,,
宇部市楠こもれびの郷（地域間交流施設）,宇部市大字西万倉字沖田1662番地1,34.069743693592,131.24439243741,,,
ＣＯＣＯＬＡＮＤ　山口・宇部,宇部市大字上宇部75番地,33.9660823274362,131.287207653933,,,
天宿の杜　桂月,美祢市美東町真名1071,34.1601106438957,131.345190261292,,,
Nuka　Nuka,宇部市則貞一丁目9-26,33.9434719246283,131.272210066618,,,
福久浴場,宇部市松山町五丁目4番10号,33.934431597634,131.261647283459,,,
ひびきの森,宇部市大字善和119,34.0191125328617,131.286688083317,,,
宇部サウナセンター,宇部市大字小野7887,34.111176853421,131.31137514758,,,
コーポ末広　２０１号室,宇部市上条1-1-26,33.9785890187293,131.237563592257,,,
油谷湾温泉ホテル楊貴館,長門市油谷伊上小串１３０番地,34.3708484792944,131.030286008201,,,
白猿の湯,長門市俵山５１７２番地,34.2916250603535,131.102488339302,,,
湯免ふれあいセンター,長門市三隅中２５1－６,34.3603005370511,131.261957808618,,,
正の湯（家族湯）,長門市俵山５１１３番地,34.2915681903206,131.101398218967,,,
町の湯,長門市俵山５１１３番地,34.2915681903206,131.101398218967,,,
日置農村活性化交流センター,長門市日置上平野3137-1,34.3964483423786,131.132113623965,,,
株式会社　大谷山荘,長門市深川湯本字平町2208番地,34.3262506420406,131.175079558087,,,
大衆浴場 うさぎの湯,長門市三隅中272番地,34.3594857530992,131.260709550058,,,
玉仙閣,長門市深川湯本1234番地,34.3299259512093,131.169711466289,,,
山村別館,長門市深川湯本川尻533番地の1,34.3309803102688,131.173036381633,,,
湯本観光ホテル西京,長門市深川湯本1051番地,34.3309122274938,131.168125925812,,,
恩湯,長門市深川湯本字湯端2265番、2266番,34.3287107845476,131.172100583917,,,
日本海温泉　鹿島の湯,山口県阿武郡阿武町大字奈古2253-1,34.4984510251447,131.468001829526,,,
