都道府県名,市区町村名,名称,文化財分類,種類,住所,緯度,経度
山口県,岩国市,岩国練武場,登録有形文化財,,岩国市岩国三丁目,34.162498,132.183823
山口県,光市,光ふるさと郷土館別館　磯部家住宅主屋,登録有形文化財,,光市室積,33.931297,131.973618
山口県,光市,光ふるさと郷土館別館　磯部家住宅釜屋,登録有形文化財,,光市室積,33.931297,131.973618
山口県,光市,光ふるさと郷土館別館　磯部家住宅離れ座敷（茶室）,登録有形文化財,,光市室積,33.931297,131.973618
山口県,柳井市,柳井市町並み資料館（旧周防銀行本店）,登録有形文化財,,柳井市大字柳井津字金屋町,33.967808,132.110336
山口県,周南市,四熊家住宅主屋,登録有形文化財,,周南市土井,34.079254,131.770813
山口県,周南市,四熊家住宅診療棟,登録有形文化財,,周南市土井,34.079254,131.770813
山口県,周南市,周南市市長公舎洋館,登録有形文化財,,周南市慶万町,34.048992,131.813782
山口県,周南市,周南市市長公舎和館,登録有形文化財,,周南市慶万町,34.048992,131.813782
山口県,周南市,旧日下医院本館,登録有形文化財,,周南市土井,34.079254,131.770813
山口県,周南市,旧日下医院別館,登録有形文化財,,周南市土井,34.079254,131.770813
山口県,周南市,旧日下医院正門及び塀,登録有形文化財,,周南市土井,34.079254,131.770813
山口県,周南市,遠石八幡宮本殿,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮弊殿,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮拝殿,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮祭器庫,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮神饌所,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮透塀,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮神門及び袖塀,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,遠石八幡宮手水舎,登録有形文化財,,周南市遠石,34.041256,131.819565
山口県,周南市,松室大橋,登録有形文化財,,周南市大字金峰字川本から周南市大字金峰字上東松室,34.171551,131.906876
山口県,山陽小野田市,小野田セメント山手倶楽部,登録有形文化財,,山陽小野田市大字小野田字小屋ノ尾,33.957695,131.172302
山口県,下関市,豊北の漁撈用具,登録有形民俗文化財,,下関市豊北町神田上,34.281658,130.900955
山口県,宇部市,常盤公園,登録記念物,,宇部市大字沖宇部字常盤,33.93018,131.27626
山口県,山口市,山水園庭園,登録記念物,,山口市緑町,34.171021,131.464767
山口県,山口市,松田屋ホテル庭園,登録記念物,,山口市湯田温泉,34.165043,131.459717
山口県,下関市,"法輪寺本堂
　付　　棟木　応永二十年の墨書がある　一本
　　　　天神社宮殿　一棟",県指定有形文化財（建造物）,,下関市菊川町大字七見,34.109898,131.006638
山口県,下関市,"旧殿居郵便局局舎
　付　　棟札　一枚",県指定有形文化財（建造物）,,下関市豊田町大字殿居,34.266251,131.029831
山口県,下関市,旧滝部小学校本館,県指定有形文化財（建造物）,,下関市豊北町大字滝部,34.295853,130.946243
山口県,下関市,"山口銀行旧本店
　付　　棟札　一枚",県指定有形文化財（建造物）,,下関市観音崎町,33.952984,130.938232
山口県,下関市,"観察院五輪塔
　付　　自然石板碑　一基",県指定有形文化財（建造物）,,下関市富任町,34.023438,130.919861
山口県,宇部市,法泉寺厨子,県指定有形文化財（建造物）,,宇部市大字棯小野,34.089241,131.342438
山口県,山口市,清水寺山王社本殿,県指定有形文化財（建造物）,,山口市宮野下,34.200893,131.502975
山口県,山口市,清水寺観音堂,県指定有形文化財（建造物）,,山口市宮野下,34.200893,131.502975
山口県,山口市,源久寺宝篋印塔,県指定有形文化財（建造物）,,山口市仁保下郷,34.190407,131.542496
山口県,山口市,旧山口藩庁門,県指定有形文化財（建造物）,,山口市滝町,34.188477,131.465515
山口県,山口市,正八幡宮鐘楼,県指定有形文化財（建造物）,,山口市秋穂西,34.02895,131.440475
山口県,山口市,河村写真館,県指定有形文化財（建造物）,,山口市上竪小路,34.187271,131.476929
山口県,萩市,萩学校教員室,県指定有形文化財（建造物）,,萩市大字堀内,34.416138,131.384445
山口県,萩市,長寿寺十三重塔,県指定有形文化財（建造物）,,萩市大字北古萩町,34.418381,131.396896
山口県,萩市,旧福原家萩屋敷門,県指定有形文化財（建造物）,,萩市大字堀内,34.416138,131.384445
山口県,萩市,旧梨羽家書院,県指定有形文化財（建造物）,,萩市大字堀内,34.416138,131.384445
山口県,萩市,花月楼,県指定有形文化財（建造物）,,萩市大字椿東,34.426121,131.413086
山口県,萩市,西堂寺六角堂,県指定有形文化財（建造物）,,萩市江崎,34.645512,131.634171
山口県,防府市,周防国分寺楼門,県指定有形文化財（建造物）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,護国寺笠塔婆,県指定有形文化財（建造物）,,防府市本橋町,34.066422,131.564621
山口県,防府市,防府天満宮の石大鳥居,県指定有形文化財（建造物）,,防府市松崎町,34.063343,131.575256
山口県,岩国市,香川家長屋門,県指定有形文化財（建造物）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,岩国学校校舎,県指定有形文化財（建造物）,,岩国市岩国三丁目,34.162498,132.183823
山口県,岩国市,"極楽寺薬師堂
　付　　厨子　一基",県指定有形文化財（建造物）,,岩国市周東町高森,34.152859,131.97551
山口県,岩国市,旧吉川家岩国事務所,県指定有形文化財（建造物）,,岩国市横山二丁目,34.170841,132.176147
山口県,光市,"旧伊藤博文邸
　付　　棟札　一枚",県指定有形文化財（建造物）,,光市大字束荷,34.011848,132.009979
山口県,長門市,二尊院五輪塔,県指定有形文化財（建造物）,,長門市油谷向津具下,34.414085,130.971558
山口県,長門市,大寧寺本堂,県指定有形文化財（建造物）,,長門市湯本字門前,34.37056,131.182617
山口県,長門市,"西圓寺本堂・山門
　付　　棟札　一枚",県指定有形文化財（建造物）,,長門市仙崎,34.390049,131.198837
山口県,周南市,山田家本屋,県指定有形文化財（建造物）,,周南市湯野,34.108093,131.6716
山口県,周南市,"徳修館
　付　　木主五基・祭器四個",県指定有形文化財（建造物）,,周南市大字安田,34.039783,131.973007
山口県,周防大島町,浄西寺石塔婆,県指定有形文化財（建造物）,,周防大島町大字油宇,33.928913,132.424026
山口県,和木町,"瀬田八幡宮本殿
　付　　棟札　一枚",県指定有形文化財（建造物）,,和木町大字瀬田,34.191975,132.215622
山口県,上関町,旧上関番所,県指定有形文化財（建造物）,,上関町大字長島,33.82235,132.078217
山口県,下関市,紙本金地着色安徳天皇絵,県指定有形文化財（美術工芸品）,,下関市阿弥陀寺町,33.95937,130.94838
山口県,下関市,絹本極彩色　理界曼荼羅・智界曼荼羅,県指定有形文化財（美術工芸品）,,下関市豊田町大字江良,34.180023,131.044037
山口県,下関市,板絵着色繋馬図,県指定有形文化財（美術工芸品）,,下関市一の宮住吉一丁目,34.002644,130.957153
山口県,下関市,紙本墨画白衣観音図　怡雲寂誾の賛がある,県指定有形文化財（美術工芸品）,,下関市豊浦町大字川棚,34.168091,130.95723
山口県,下関市,"狩野芳崖筆板絵着色絵馬
　予譲裂衣図",県指定有形文化財（美術工芸品）,,下関市一の宮住吉一丁目,34.002644,130.957153
山口県,下関市,"狩野芳崖筆板絵着色絵馬
　駿牛図",県指定有形文化財（美術工芸品）,,下関市一の宮住吉一丁目,34.002644,130.957153
山口県,下関市,"狩野芳崖筆板絵着色絵馬
　繋馬図　",県指定有形文化財（美術工芸品）,,下関市長府黒門東町,33.989998,130.989609
山口県,下関市,"狩野芳崖筆板絵着色絵馬
　繋馬図
　武内宿禰投珠図
　韓信股潜図",県指定有形文化財（美術工芸品）,,下関市長府宮の内町,33.999634,130.985733
山口県,下関市,絹本着色楊柳観音坐像,県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,木造地蔵菩薩半跏像,県指定有形文化財（美術工芸品）,,下関市大字豊浦村,33.995586,130.977066
山口県,下関市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,下関市有富町,34.018246,130.945496
山口県,下関市,木造虚空蔵菩薩坐像,県指定有形文化財（美術工芸品）,,下関市菊川町大字七見字堂の前,34.109898,131.006638
山口県,下関市,木造千手観音菩薩立像,県指定有形文化財（美術工芸品）,,下関市豊浦町大字川棚,34.168091,130.95723
山口県,下関市,木造薬師如来坐像,県指定有形文化財（美術工芸品）,,下関市豊田町大字江良,34.180023,131.044037
山口県,下関市,線刻菩薩形坐像懸仏,県指定有形文化財（美術工芸品）,,下関市豊田町大字八道,34.218346,131.059998
山口県,下関市,金銅薬師如来坐像懸仏,県指定有形文化財（美術工芸品）,,下関市豊浦町大字吉永,34.1297,130.925858
山口県,下関市,"鰐口
　天文元年壬辰十一月二十八日葦屋津大工大江宣秀の銘がある",県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,手鑑「筆陳」,県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,"明版一切経
　付　　八角輪蔵　一基",県指定有形文化財（美術工芸品）,,下関市菊川町大字吉賀,34.129852,131.014999
山口県,下関市,"住吉神社文書
　一、住吉神社文書
　二、大内政弘奥書写本
　三、櫟木家旧蔵文書",県指定有形文化財（美術工芸品）,,下関市大字楠乃,33.992229,130.961853
山口県,下関市,"武久家文書
　付　　紙本着色武久季依像　一幅",県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,安尾家文書,県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,綾羅木郷遺跡出土品,県指定有形文化財（美術工芸品）,,下関市大字綾羅木字岡,34.013145,130.930161
山口県,下関市,神上寺銅矛,県指定有形文化財（美術工芸品）,,下関市豊田町大字江良,34.180023,131.044037
山口県,下関市,心光寺古墳出土品,県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,下関市,土井ヶ浜遺跡出土品,県指定有形文化財（美術工芸品）,,下関市豊北町大字神田,34.328148,130.901138
山口県,下関市,"大内家壁書
　下関市立長府博物館所蔵本",県指定有形文化財（美術工芸品）,,下関市長府川端一丁目,33.995686,130.981888
山口県,宇部市,絹本着色孔雀明王像,県指定有形文化財（美術工芸品）,,宇部市藤山区中山,34.074139,131.324219
山口県,宇部市,"紙本着色八幡縁起絵巻
　付　　納箱　一合
　　　　永正十三年丙子五月十一日勧進沙弥徳在の箱書がある",県指定有形文化財（美術工芸品）,,宇部市大字小野,34.117241,131.334793
山口県,宇部市,"普応中興大建禅師画像
　大明景泰甲戌夏五月の年記がある",県指定有形文化財（美術工芸品）,,宇部市大字棚井,34.024616,131.238785
山口県,宇部市,木造薬師如来坐像,県指定有形文化財（美術工芸品）,,宇部市大字西万倉字宮尾,34.082935,131.225784
山口県,宇部市,木造十一面観音菩薩立像,県指定有形文化財（美術工芸品）,,宇部市大字船木,34.052166,131.207214
山口県,宇部市,木造十一面観音菩薩坐像,県指定有形文化財（美術工芸品）,,宇部市大字東吉部,34.14217,131.291336
山口県,宇部市,木造地蔵菩薩坐像,県指定有形文化財（美術工芸品）,,宇部市大字棚井,34.024616,131.238785
山口県,宇部市,"南嶺和尚道行碑文
　付　　南嶺和尚道行碑文石碑　一基",県指定有形文化財（美術工芸品）,,宇部市大字棚井,34.024616,131.238785
山口県,宇部市,日本安国寺五葉院記,県指定有形文化財（美術工芸品）,,宇部市大字棚井,34.024616,131.238785
山口県,宇部市,"沖ノ山出土の中国古銭及び埋納甕
　付　　半両銭・五銖銭元文五年掘出覚　一通",県指定有形文化財（美術工芸品）,,宇部市大字小串,33.949139,131.232529
山口県,宇部市,"松崎古墳出土品
　付　　箱式石棺　一基",県指定有形文化財（美術工芸品）,,宇部市大字小串,33.949139,131.232529
山口県,山口市,"絹本着色大内義隆画像
　異雪慶殊の賛がある",県指定有形文化財（美術工芸品）,,山口市大殿大路,34.183681,131.48056
山口県,山口市,絹本着色西天東土二十八祖像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,"絹本淡彩中峰明本像
　明本の自賛がある",県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,"絹本着色仏涅槃図
　付　　納箱一合",県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,"絹本着色大庵須益和尚像
　永正八年辛未霜月十五日直心の賛がある",県指定有形文化財（美術工芸品）,,山口市香山町,34.189232,131.473114
山口県,山口市,"絹本着色全岩東純和尚像
　明応五稔丙辰十二月十七日為宗の賛がある",県指定有形文化財（美術工芸品）,,山口市香山町,34.189232,131.473114
山口県,山口市,"絹本着色桃岳瑞見和尚像
　永正二年孟冬念八瑞見の賛がある",県指定有形文化財（美術工芸品）,,山口市香山町,34.189232,131.473114
山口県,山口市,"絹本着色仁保弘有像
　寛正六年乙酉八月如意珠日天与清啓の賛がある",県指定有形文化財（美術工芸品）,,山口市仁保下郷,34.190407,131.542496
山口県,山口市,紙本着色尼子経久像,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,絹本着色尼子晴久像,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,"ガラス絵　泰西風景図・長崎港図
　付　　旧木造額縁（嘉永三年銘）　一面",県指定有形文化財（美術工芸品）,,山口市徳地島地,34.16304,131.691879
山口県,山口市,絹本墨画淡彩雪舟等楊像（雲谷等益筆）,県指定有形文化財（美術工芸品）,,山口市宮野下,34.200893,131.502975
山口県,山口市,木造薬師如来坐像,県指定有形文化財（美術工芸品）,,山口市黒川,34.129471,131.45079
山口県,山口市,木造二天王立像,県指定有形文化財（美術工芸品）,,山口市黒川,34.129471,131.45079
山口県,山口市,木造千手観音菩薩坐像,県指定有形文化財（美術工芸品）,,山口市吉敷,34.183544,131.411957
山口県,山口市,木造薬師如来坐像,県指定有形文化財（美術工芸品）,,山口市陶,34.094673,131.428513
山口県,山口市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,山口市仁保下郷,34.190407,131.542496
山口県,山口市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,山口市仁保下郷,34.190407,131.542496
山口県,山口市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,山口市大内御堀,34.138813,131.497375
山口県,山口市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,山口市徳地上村,34.149212,131.710846
山口県,山口市,能面,県指定有形文化財（美術工芸品）,,山口市秋穂西,34.02895,131.440475
山口県,山口市,木造十一面観音菩薩立像,県指定有形文化財（美術工芸品）,,山口市朝倉町,34.17989,131.448257
山口県,山口市,木造四天王立像,県指定有形文化財（美術工芸品）,,山口市徳地上村,34.149212,131.710846
山口県,山口市,塑像竜岡玄珠禅師坐像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,木造石屏子介禅師坐像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,木造大内義弘坐像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,木造大内盛見坐像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,木造大内持盛坐像,県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,木造金剛力士立像,県指定有形文化財（美術工芸品）,,山口市宮野下,34.200893,131.502975
山口県,山口市,法光寺阿弥陀堂の仏像,県指定有形文化財（美術工芸品）,,山口市徳地鯖河内,34.208263,131.742279
山口県,山口市,木造獅子狛犬,県指定有形文化財（美術工芸品）,,山口市吉田,34.139793,131.471832
山口県,山口市,木造地蔵菩薩立像,県指定有形文化財（美術工芸品）,,山口市仁保中郷,34.199314,131.576553
山口県,山口市,"鰐口
　弘長元年辛酉六月の銘がある",県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,漆塗足付盤,県指定有形文化財（美術工芸品）,,山口市野田,34.185486,131.479904
山口県,山口市,"剣　宝剣拵
　付　　天文五年剣拵注文　一通",県指定有形文化財（美術工芸品）,,山口市大内御堀　,34.138813,131.497375
山口県,山口市,手鑑,県指定有形文化財（美術工芸品）,,山口市亀山町,34.17981,131.47316
山口県,山口市,紺紙金泥法華経,県指定有形文化財（美術工芸品）,,山口市秋穂西,34.02895,131.440475
山口県,山口市,正法眼蔵八十三巻,県指定有形文化財（美術工芸品）,,山口市香山町,34.189232,131.473114
山口県,山口市,"洞春寺開山嘯岳鼎虎禅師手沢本
　付　　洞春寺書簿",県指定有形文化財（美術工芸品）,,山口市水の上町,34.186665,131.473495
山口県,山口市,聚分韻略（明応二年大内版）,県指定有形文化財（美術工芸品）,,山口市後河原,34.184097,131.476364
山口県,山口市,見島ジーコンボ古墳群出土品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,宮ヶ久保遺跡出土木製品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,綾羅木郷台地遺跡出土の人面土製品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,赤妻古墳出土の舟形石棺,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,茶臼山古墳出土品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,分銅形土製品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,武久浜墳墓群出土品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,郡司鋳造所跡の鋳造関連出土品,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,銅印　印文「三川私印」,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,紙本墨画淡彩乗福寺伽藍図,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,木造扁額「氷上山」,県指定有形文化財（美術工芸品）,,山口市大内御堀,34.138813,131.497375
山口県,山口市,三重宝塔板木,県指定有形文化財（美術工芸品）,,山口市徳地八坂,34.223145,131.664078
山口県,山口市,善光寺式阿弥陀三尊立像板木,県指定有形文化財（美術工芸品）,,山口市秋穂東,34.014809,131.452942
山口県,山口市,吉田松陰関係資料（吉田家伝来）,県指定有形文化財（美術工芸品）,,山口市後河原,34.184097,131.476364
山口県,山口市,紙本着色毛利敬親山口新御屋形入居奉祝図,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,手鑑「多々良の麻佐古」,県指定有形文化財（美術工芸品）,,山口市春日町,34.182281,131.471695
山口県,山口市,"手鑑「仮御手鑑」
　付　仮御手鑑入記御根帳　一冊",県指定有形文化財（美術工芸品）,,山口市後河原,34.184097,131.476364
山口県,萩市,絹本着色釈迦三尊像,県指定有形文化財（美術工芸品）,,萩市大字椿東,34.426121,131.413086
山口県,萩市,木造不動明王立像,県指定有形文化財（美術工芸品）,,萩市大字北古萩,34.418381,131.396896
山口県,萩市,木造釈迦如来坐像,県指定有形文化財（美術工芸品）,,萩市椿,34.389774,131.405716
山口県,萩市,木造毘沙門天立像,県指定有形文化財（美術工芸品）,,萩市川上,34.35368,131.495499
山口県,萩市,木造文殊菩薩騎獅像,県指定有形文化財（美術工芸品）,,萩市大字紫福,34.473858,131.522369
山口県,萩市,木造義翁和尚倚像,県指定有形文化財（美術工芸品）,,萩市椿,34.389774,131.405716
山口県,萩市,木額・柱聯・榜牌・同下書,県指定有形文化財（美術工芸品）,,萩市大字椿東,34.426121,131.413086
山口県,萩市,三祖師号,県指定有形文化財（美術工芸品）,,萩市大字椿東,34.426121,131.413086
山口県,萩市,石屏子介禅師墨跡,県指定有形文化財（美術工芸品）,,萩市大字椿東,34.426121,131.413086
山口県,萩市,見島ジーコンボ古墳群出土品,県指定有形文化財（美術工芸品）,,萩市大字堀内,34.416138,131.384445
山口県,萩市,円光寺古墳出土品,県指定有形文化財（美術工芸品）,,萩市大字堀内,34.416138,131.384445
山口県,萩市,吉田松陰関係資料（松陰神社伝来）,県指定有形文化財（美術工芸品）,,萩市大字椿東,34.426121,131.413086
山口県,防府市,"絹本着色熊野本地仏曼荼羅図
　付　　納箱　一合",県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,絹本着色仏涅槃図,県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,木造阿弥陀如来立像,県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,金銅誕生釈迦仏立像,県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,金銅毘廬舎那仏坐像（寺伝大日如来像）,県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,漆絵枝菊椀（大内椀）,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,金装飾太刀拵,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,毛利元就詠草連歌,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,里村紹巴筆連歌学書（毛利家伝来本）,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,幸若流舞之本（毛利吉就所持本）,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,版本大般若経,県指定有形文化財（美術工芸品）,,防府市大字牟礼,34.070194,131.610596
山口県,防府市,阿弥陀寺文書,県指定有形文化財（美術工芸品）,,防府市大字牟礼,34.070194,131.610596
山口県,防府市,周防国分寺文書,県指定有形文化財（美術工芸品）,,防府市国分寺町,34.064667,131.579483
山口県,防府市,"防府天満宮文書
　一、防府天満宮文書
　二、大小行司職等差定文書（御当文）",県指定有形文化財（美術工芸品）,,防府市松崎町,34.063343,131.575256
山口県,防府市,"兄部家文書
　付　　酒舗看板　一枚",県指定有形文化財（美術工芸品）,,防府市宮市町　,34.061096,131.570877
山口県,防府市,井上山経塚出土品,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,毛利元就関係資料,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,毛利隆元関係資料,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,毛利輝元関係資料,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,防府市,毛利秀就関係資料,県指定有形文化財（美術工芸品）,,防府市多々良一丁目,34.063034,131.586716
山口県,下松市,星宿図（寺伝須弥山図）,県指定有形文化財（美術工芸品）,,下松市大字生野屋宮本,34.038902,131.884964
山口県,下松市,金銅如意輪観音菩薩半跏像,県指定有形文化財（美術工芸品）,,下松市大字末武上,34.043716,131.869751
山口県,岩国市,"絹本着色十六善神像
　付　　納箱　一合
　　　　転読大般若経奏文　一帖
　　　　文安五?十一月日の箱書及び享和二戌九月の修復銘がある",県指定有形文化財（美術工芸品）,,岩国市美和町瀬戸内,34.249996,132.115311
山口県,岩国市,"絹本着色釈迦十六善神像
　付　　納箱（正徳元年六月廿一日銘）　一合
　　　　六月廿二日今田助之進他二名連署寄進状　一通",県指定有形文化財（美術工芸品）,,岩国市周東町用田,34.068146,132.059921
山口県,岩国市,"絹本着色仏国国師像
　霊山道隠の賛がある
　　付　　絹本着色仏国国師像　一幅
　　　　　隠元隆琦の賛がある",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"紙本墨画淡彩湖亭春望図
　天與清啓の賛がある",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,木造薬師如来立像,県指定有形文化財（美術工芸品）,,岩国市本郷町本郷,34.290527,132.043274
山口県,岩国市,木造不動明王立像,県指定有形文化財（美術工芸品）,,岩国市周東町大字用田,34.152859,131.97551
山口県,岩国市,金銅如来形坐像（寺伝釈迦如来像）,県指定有形文化財（美術工芸品）,,岩国市横山一丁目,34.166225,132.171951
山口県,岩国市,銅鐘,県指定有形文化財（美術工芸品）,,岩国市周東町大字用田,34.152859,131.97551
山口県,岩国市,藍韋威肩白紅胴丸,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,色々威胴丸　広袖付,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"小桜韋威胴丸
　兜・大袖・替袖・頬当・喉輪・脛当付",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"紺糸威肩紅腹巻
　付　　大袖",県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,藍韋威肩櫨紅腹巻,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,黒漆矢筈札浅葱糸素懸威腹当,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地三十六間星兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地二十八間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄黒漆二十二間総覆輪筋兜萌葱糸素懸威しころ,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄黒漆三十四間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地十二間総覆輪筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,鉄錆地六十四間筋兜鉢,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,宇佐の鉄燈籠,県指定有形文化財（美術工芸品）,,岩国市錦町大字宇佐,34.370449,132.050766
山口県,岩国市,生見の鉄燈籠,県指定有形文化財（美術工芸品）,,岩国市美和町大字生見,34.229031,132.127609
山口県,岩国市,大内版三重韻,県指定有形文化財（美術工芸品）,,岩国市横山二丁目,34.170841,132.176147
山口県,岩国市,"大般若経
　　巻第八十二養和元年八月八日朱筆校合奥書
　付　　唐櫃",県指定有形文化財（美術工芸品）,,岩国市美和町大字生見字中村,34.229031,132.127609
山口県,岩国市,木造扁額「八幡宮」（独立性易筆）,県指定有形文化財（美術工芸品）,,岩国市玖珂町,34.100464,132.092773
山口県,岩国市,般若心経並びに神馬図板木,県指定有形文化財（美術工芸品）,,岩国市錦町広瀬,34.274345,131.921814
山口県,光市,木造阿弥陀如来坐像,県指定有形文化財（美術工芸品）,,光市大字束荷,34.011848,132.009979
山口県,長門市,金銅一光三尊立像,県指定有形文化財（美術工芸品）,,長門市大字仙崎,34.390049,131.198837
山口県,長門市,木造聖観音菩薩立像,県指定有形文化財（美術工芸品）,,長門市大字俵山,34.290348,131.099869
山口県,長門市,金銅薬師如来立像,県指定有形文化財（美術工芸品）,,長門市大字俵山,34.290348,131.099869
山口県,長門市,木造四天王立像,県指定有形文化財（美術工芸品）,,長門市油谷向津具下,34.414085,130.971558
山口県,長門市,"日置八幡宮文書
　付　　棟札　四枚
紙本着色八幡縁起絵巻　二巻",県指定有形文化財（美術工芸品）,,長門市日置上,34.391991,131.133804
山口県,長門市,糘塚横穴墓群出土品,県指定有形文化財（美術工芸品）,,長門市大字東深川,34.37117,131.186829
山口県,長門市,利生山永福寺跡石塔婆,県指定有形文化財（美術工芸品）,,長門市日置中,34.374348,131.098846
